"","x"
"4365","CD8+ T-cells"
"4366","CD8+ T-cells"
"4367","CD8+ T-cells"
"4368","Monocytes"
"4369",NA
"4370","Monocytes"
"4371","Monocytes"
"4372","Monocytes"
"4373","Monocytes"
"4374","Monocytes"
"4375","CD8+ T-cells"
"4376","CD4+ T-cells"
"4377","NK cells"
"4378","CD8+ T-cells"
"4379","B-cells"
"4380","B-cells"
"4381","CD4+ T-cells"
"4382","B-cells"
"4383","CD8+ T-cells"
"4384","CD8+ T-cells"
"4385","CD8+ T-cells"
"4386","Monocytes"
"4387","NK cells"
"4388","CD4+ T-cells"
"4389","CD4+ T-cells"
"4390","CD8+ T-cells"
"4391","CD8+ T-cells"
"4392","CD8+ T-cells"
"4393","CD4+ T-cells"
"4394","CD8+ T-cells"
"4395","Monocytes"
"4396","CD8+ T-cells"
"4397","CD4+ T-cells"
"4398","Monocytes"
"4399","CD4+ T-cells"
"4400","CD8+ T-cells"
"4401","CD8+ T-cells"
"4402","B-cells"
"4403","B-cells"
"4404","CD8+ T-cells"
"4405","B-cells"
"4406","HSC"
"4407","CD8+ T-cells"
"4408","CD4+ T-cells"
"4409","CD4+ T-cells"
"4410","CD8+ T-cells"
"4411","CD8+ T-cells"
"4412","Monocytes"
"4413","CD8+ T-cells"
"4414","CD8+ T-cells"
"4415","CD8+ T-cells"
"4416","CD4+ T-cells"
"4417","CD8+ T-cells"
"4418","B-cells"
"4419","Monocytes"
"4420","Monocytes"
"4421","B-cells"
"4422","CD8+ T-cells"
"4423","CD8+ T-cells"
"4424","CD4+ T-cells"
"4425","CD4+ T-cells"
"4426","Monocytes"
"4427","CD4+ T-cells"
"4428","NK cells"
"4429","B-cells"
"4430","CD8+ T-cells"
"4431","CD4+ T-cells"
"4432","B-cells"
"4433","CD8+ T-cells"
"4434","B-cells"
"4435","Monocytes"
"4436","B-cells"
"4437","B-cells"
"4438","CD8+ T-cells"
"4439","CD4+ T-cells"
"4440","Monocytes"
"4441","CD4+ T-cells"
"4442","B-cells"
"4443","CD4+ T-cells"
"4444","Monocytes"
"4445","Monocytes"
"4446","B-cells"
"4447","Monocytes"
"4448","CD4+ T-cells"
"4449","CD8+ T-cells"
"4450","Monocytes"
"4451","CD8+ T-cells"
"4452","CD8+ T-cells"
"4453","CD8+ T-cells"
"4454","CD8+ T-cells"
"4455","CD8+ T-cells"
"4456","CD8+ T-cells"
"4457","CD8+ T-cells"
"4458","CD8+ T-cells"
"4459","CD8+ T-cells"
"4460","CD8+ T-cells"
"4461","CD4+ T-cells"
"4462","Monocytes"
"4463","CD4+ T-cells"
"4464","CD4+ T-cells"
"4465","Monocytes"
"4466","CD8+ T-cells"
"4467","CD8+ T-cells"
"4468","CD8+ T-cells"
"4469",NA
"4470","B-cells"
"4471","NK cells"
"4472","CD8+ T-cells"
"4473","Monocytes"
"4474","CD8+ T-cells"
"4475","CD4+ T-cells"
"4476","Monocytes"
"4477","CD8+ T-cells"
"4478","B-cells"
"4479","Monocytes"
"4480","CD8+ T-cells"
"4481","CD8+ T-cells"
"4482","CD8+ T-cells"
"4483","CD8+ T-cells"
"4484","CD4+ T-cells"
"4485","CD4+ T-cells"
"4486","CD8+ T-cells"
"4487","Monocytes"
"4488","CD4+ T-cells"
"4489","Monocytes"
"4490","Monocytes"
"4491","Monocytes"
"4492","NK cells"
"4493","CD8+ T-cells"
"4494","CD8+ T-cells"
"4495","Monocytes"
"4496","CD8+ T-cells"
"4497","B-cells"
"4498","CD8+ T-cells"
"4499","Monocytes"
"4500","B-cells"
"4501","CD8+ T-cells"
"4502","CD8+ T-cells"
"4503","CD4+ T-cells"
"4504","Monocytes"
"4505","CD8+ T-cells"
"4506","CD8+ T-cells"
"4507","Monocytes"
"4508","CD8+ T-cells"
"4509","CD8+ T-cells"
"4510","Monocytes"
"4511","CD4+ T-cells"
"4512","CD8+ T-cells"
"4513","CD8+ T-cells"
"4514","CD4+ T-cells"
"4515","CD8+ T-cells"
"4516","Monocytes"
"4517","CD8+ T-cells"
"4518","CD8+ T-cells"
"4519","NK cells"
"4520","Monocytes"
"4521","CD8+ T-cells"
"4522","B-cells"
"4523","CD4+ T-cells"
"4524","Monocytes"
"4525","CD8+ T-cells"
"4526","CD8+ T-cells"
"4527","B-cells"
"4528","NK cells"
"4529","CD8+ T-cells"
"4530","CD8+ T-cells"
"4531","CD8+ T-cells"
"4532","CD8+ T-cells"
"4533","Monocytes"
"4534","CD8+ T-cells"
"4535","CD8+ T-cells"
"4536","CD4+ T-cells"
"4537","B-cells"
"4538","Monocytes"
"4539","NK cells"
"4540","CD8+ T-cells"
"4541","Monocytes"
"4542","B-cells"
"4543","CD8+ T-cells"
"4544","CD8+ T-cells"
"4545","NK cells"
"4546","B-cells"
"4547","CD4+ T-cells"
"4548","CD8+ T-cells"
"4549","B-cells"
"4550","Monocytes"
"4551","B-cells"
"4552","Monocytes"
"4553","B-cells"
"4554","Monocytes"
"4555","CD4+ T-cells"
"4556","CD8+ T-cells"
"4557","CD8+ T-cells"
"4558","NK cells"
"4559","NK cells"
"4560","CD4+ T-cells"
"4561","Monocytes"
"4562","CD8+ T-cells"
"4563","Monocytes"
"4564","Monocytes"
"4565","CD4+ T-cells"
"4566","CD4+ T-cells"
"4567","Monocytes"
"4568","CD8+ T-cells"
"4569","B-cells"
"4570","CD8+ T-cells"
"4571","CD4+ T-cells"
"4572","NK cells"
"4573","CD8+ T-cells"
"4574","CD8+ T-cells"
"4575","CD8+ T-cells"
"4576","Monocytes"
"4577","CD4+ T-cells"
"4578","CD8+ T-cells"
"4579","CD8+ T-cells"
"4580","Monocytes"
"4581","B-cells"
"4582","B-cells"
"4583","CD8+ T-cells"
"4584","CD4+ T-cells"
"4585","CD8+ T-cells"
"4586","B-cells"
"4587","CD8+ T-cells"
"4588","Monocytes"
"4589","CD8+ T-cells"
"4590","NK cells"
"4591","CD8+ T-cells"
"4592","CD8+ T-cells"
"4593","CD4+ T-cells"
"4594","CD8+ T-cells"
"4595","CD4+ T-cells"
"4596","B-cells"
"4597","NK cells"
"4598","CD4+ T-cells"
"4599","Monocytes"
"4600","CD8+ T-cells"
"4601","CD8+ T-cells"
"4602","CD8+ T-cells"
"4603","Monocytes"
"4604","CD8+ T-cells"
"4605","B-cells"
"4606","CD8+ T-cells"
"4607","B-cells"
"4608","CD4+ T-cells"
"4609","CD4+ T-cells"
"4610","CD8+ T-cells"
"4611","CD8+ T-cells"
"4612","CD8+ T-cells"
"4613","CD8+ T-cells"
"4614","CD4+ T-cells"
"4615","CD4+ T-cells"
"4616","CD8+ T-cells"
"4617","CD8+ T-cells"
"4618","Monocytes"
"4619","Monocytes"
"4620","Monocytes"
"4621","CD8+ T-cells"
"4622","Monocytes"
"4623","CD8+ T-cells"
"4624","CD8+ T-cells"
"4625","CD4+ T-cells"
"4626","B-cells"
"4627","CD8+ T-cells"
"4628","CD4+ T-cells"
"4629","Monocytes"
"4630","CD4+ T-cells"
"4631","CD4+ T-cells"
"4632","CD4+ T-cells"
"4633","B-cells"
"4634","CD8+ T-cells"
"4635","CD8+ T-cells"
"4636","CD8+ T-cells"
"4637","CD4+ T-cells"
"4638","CD8+ T-cells"
"4639","B-cells"
"4640","CD8+ T-cells"
"4641","Monocytes"
"4642","CD8+ T-cells"
"4643","CD8+ T-cells"
"4644","CD8+ T-cells"
"4645","CD8+ T-cells"
"4646","CD8+ T-cells"
"4647","CD8+ T-cells"
"4648","B-cells"
"4649","CD8+ T-cells"
"4650","CD8+ T-cells"
"4651","B-cells"
"4652","B-cells"
"4653","NK cells"
"4654","B-cells"
"4655","CD8+ T-cells"
"4656","B-cells"
"4657","NK cells"
"4658","CD8+ T-cells"
"4659","B-cells"
"4660","Monocytes"
"4661","CD8+ T-cells"
"4662","CD8+ T-cells"
"4663","Monocytes"
"4664","CD4+ T-cells"
"4665","B-cells"
"4666","CD8+ T-cells"
"4667","CD8+ T-cells"
"4668","NK cells"
"4669","CD4+ T-cells"
"4670","B-cells"
"4671","CD4+ T-cells"
"4672","CD8+ T-cells"
"4673","NK cells"
"4674","B-cells"
"4675","Monocytes"
"4676","B-cells"
"4677","B-cells"
"4678","CD4+ T-cells"
"4679","CD8+ T-cells"
"4680","CD8+ T-cells"
"4681","CD8+ T-cells"
"4682","CD8+ T-cells"
"4683","CD8+ T-cells"
"4684","CD4+ T-cells"
"4685","CD4+ T-cells"
"4686","CD4+ T-cells"
"4687","CD4+ T-cells"
"4688","CD8+ T-cells"
"4689","CD8+ T-cells"
"4690","Monocytes"
"4691","Monocytes"
"4692","Monocytes"
"4693","CD8+ T-cells"
"4694","CD8+ T-cells"
"4695","CD8+ T-cells"
"4696","CD8+ T-cells"
"4697","Monocytes"
"4698","CD4+ T-cells"
"4699","CD4+ T-cells"
"4700","Monocytes"
"4701","CD4+ T-cells"
"4702","CD8+ T-cells"
"4703","CD8+ T-cells"
"4704","CD8+ T-cells"
"4705","NK cells"
"4706","Monocytes"
"4707","CD8+ T-cells"
"4708","B-cells"
"4709","NK cells"
"4710","NK cells"
"4711","CD4+ T-cells"
"4712","Monocytes"
"4713","CD4+ T-cells"
"4714","Monocytes"
"4715","B-cells"
"4716","B-cells"
"4717","CD8+ T-cells"
"4718","Monocytes"
"4719","Monocytes"
"4720","CD8+ T-cells"
"4721","Monocytes"
"4722","Monocytes"
"4723","CD8+ T-cells"
"4724","CD4+ T-cells"
"4725","CD4+ T-cells"
"4726","CD8+ T-cells"
"4727","B-cells"
"4728","Monocytes"
"4729","CD8+ T-cells"
"4730","CD4+ T-cells"
"4731","CD8+ T-cells"
"4732","CD4+ T-cells"
"4733","Monocytes"
"4734","CD4+ T-cells"
"4735","Monocytes"
"4736","NK cells"
"4737","B-cells"
"4738","Monocytes"
"4739","CD8+ T-cells"
"4740","Monocytes"
"4741","B-cells"
"4742","Monocytes"
"4743","CD8+ T-cells"
"4744","HSC"
"4745","Monocytes"
"4746","CD8+ T-cells"
"4747","CD8+ T-cells"
"4748","CD8+ T-cells"
"4749","B-cells"
"4750","B-cells"
"4751","CD4+ T-cells"
"4752","CD4+ T-cells"
"4753","NK cells"
"4754","CD8+ T-cells"
"4755","Monocytes"
"4756","B-cells"
"4757","CD8+ T-cells"
"4758","CD8+ T-cells"
"4759","CD8+ T-cells"
"4760","Monocytes"
"4761","CD4+ T-cells"
"4762","CD8+ T-cells"
"4763","CD8+ T-cells"
"4764","CD4+ T-cells"
"4765","CD4+ T-cells"
"4766","CD4+ T-cells"
"4767","Monocytes"
"4768","NK cells"
"4769","NK cells"
"4770","B-cells"
"4771","CD4+ T-cells"
"4772","Monocytes"
"4773","CD8+ T-cells"
"4774","CD8+ T-cells"
"4775","NK cells"
"4776","CD8+ T-cells"
"4777","NK cells"
"4778","CD8+ T-cells"
"4779","B-cells"
"4780","B-cells"
"4781","NK cells"
"4782","CD4+ T-cells"
"4783","CD8+ T-cells"
"4784","CD4+ T-cells"
"4785","CD8+ T-cells"
"4786","CD4+ T-cells"
"4787","Monocytes"
"4788","B-cells"
"4789","CD8+ T-cells"
"4790","B-cells"
"4791","Monocytes"
"4792","B-cells"
"4793","CD8+ T-cells"
"4794","B-cells"
"4795","Monocytes"
"4796","CD8+ T-cells"
"4797","CD4+ T-cells"
"4798","CD8+ T-cells"
"4799","B-cells"
"4800","B-cells"
"4801","B-cells"
"4802","Monocytes"
"4803","NK cells"
"4804","B-cells"
"4805","B-cells"
"4806","Monocytes"
"4807","CD8+ T-cells"
"4808","CD8+ T-cells"
"4809","CD8+ T-cells"
"4810","B-cells"
"4811","Monocytes"
"4812","Monocytes"
"4813","CD8+ T-cells"
"4814","CD8+ T-cells"
"4815","CD8+ T-cells"
"4816","CD8+ T-cells"
"4817","CD8+ T-cells"
"4818","B-cells"
"4819","B-cells"
"4820","CD8+ T-cells"
"4821","NK cells"
"4822","Monocytes"
"4823","Monocytes"
"4824","CD8+ T-cells"
"4825","CD4+ T-cells"
"4826","Monocytes"
"4827","CD8+ T-cells"
"4828","B-cells"
"4829","Monocytes"
"4830","CD4+ T-cells"
"4831","Monocytes"
"4832","CD8+ T-cells"
"4833","CD4+ T-cells"
"4834","CD4+ T-cells"
"4835","B-cells"
"4836","B-cells"
"4837","Monocytes"
"4838","B-cells"
"4839","CD4+ T-cells"
"4840","CD4+ T-cells"
"4841","B-cells"
"4842","CD8+ T-cells"
"4843","CD4+ T-cells"
"4844","CD8+ T-cells"
"4845","CD8+ T-cells"
"4846","Monocytes"
"4847","CD8+ T-cells"
"4848","CD4+ T-cells"
"4849","CD4+ T-cells"
"4850","CD4+ T-cells"
"4851","CD8+ T-cells"
"4852","CD8+ T-cells"
"4853","B-cells"
"4854",NA
"4855","CD4+ T-cells"
"4856","CD8+ T-cells"
"4857","B-cells"
"4858","CD8+ T-cells"
"4859","CD8+ T-cells"
"4860","CD8+ T-cells"
"4861","CD8+ T-cells"
"4862","Monocytes"
"4863","CD8+ T-cells"
"4864","Monocytes"
"4865","CD4+ T-cells"
"4866","NK cells"
"4867","CD4+ T-cells"
"4868","Monocytes"
"4869","NK cells"
"4870","B-cells"
"4871","B-cells"
"4872","Monocytes"
"4873","CD8+ T-cells"
"4874","B-cells"
"4875","B-cells"
"4876","CD4+ T-cells"
"4877","CD8+ T-cells"
"4878","CD8+ T-cells"
"4879","CD8+ T-cells"
"4880","B-cells"
"4881","CD4+ T-cells"
"4882","CD4+ T-cells"
"4883","Monocytes"
"4884","CD4+ T-cells"
"4885","CD8+ T-cells"
"4886","CD4+ T-cells"
"4887","CD4+ T-cells"
"4888","CD4+ T-cells"
"4889","B-cells"
"4890","CD8+ T-cells"
"4891","Monocytes"
"4892","CD4+ T-cells"
"4893","CD4+ T-cells"
"4894","CD8+ T-cells"
"4895","CD8+ T-cells"
"4896","Monocytes"
"4897","NK cells"
"4898","B-cells"
"4899","CD4+ T-cells"
"4900","B-cells"
"4901","CD4+ T-cells"
"4902","CD8+ T-cells"
"4903","CD8+ T-cells"
"4904","CD4+ T-cells"
"4905","B-cells"
"4906","CD8+ T-cells"
"4907","Monocytes"
"4908","CD8+ T-cells"
"4909","CD4+ T-cells"
"4910","B-cells"
"4911","CD4+ T-cells"
"4912","CD4+ T-cells"
"4913","B-cells"
"4914","CD8+ T-cells"
"4915","B-cells"
"4916","CD4+ T-cells"
"4917","CD8+ T-cells"
"4918","CD8+ T-cells"
"4919","CD8+ T-cells"
"4920","NK cells"
"4921","Monocytes"
"4922","CD4+ T-cells"
"4923","B-cells"
"4924","Monocytes"
"4925","CD8+ T-cells"
"4926","CD8+ T-cells"
"4927","B-cells"
"4928","B-cells"
"4929","B-cells"
"4930","CD8+ T-cells"
"4931","Monocytes"
"4932","CD8+ T-cells"
"4933","Monocytes"
"4934","CD8+ T-cells"
"4935","CD4+ T-cells"
"4936","CD4+ T-cells"
"4937","CD8+ T-cells"
"4938","NK cells"
"4939","CD4+ T-cells"
"4940","B-cells"
"4941","CD8+ T-cells"
"4942","Monocytes"
"4943","CD8+ T-cells"
"4944","CD8+ T-cells"
"4945",NA
"4946","CD4+ T-cells"
"4947","CD4+ T-cells"
"4948","CD4+ T-cells"
"4949","CD8+ T-cells"
"4950","CD8+ T-cells"
"4951","CD8+ T-cells"
"4952","CD8+ T-cells"
"4953","Monocytes"
"4954","Monocytes"
"4955","Monocytes"
"4956","CD4+ T-cells"
"4957","CD8+ T-cells"
"4958","CD8+ T-cells"
"4959","CD8+ T-cells"
"4960","CD8+ T-cells"
"4961","CD4+ T-cells"
"4962","CD4+ T-cells"
"4963","CD4+ T-cells"
"4964","CD4+ T-cells"
"4965","CD8+ T-cells"
"4966","CD8+ T-cells"
"4967","CD4+ T-cells"
"4968","Monocytes"
"4969","Monocytes"
"4970","NK cells"
"4971","Monocytes"
"4972","CD8+ T-cells"
"4973","CD4+ T-cells"
"4974","CD8+ T-cells"
"4975","NK cells"
"4976","B-cells"
"4977","NK cells"
"4978","B-cells"
"4979","CD8+ T-cells"
"4980","CD8+ T-cells"
"4981","CD8+ T-cells"
"4982","CD8+ T-cells"
"4983","CD8+ T-cells"
"4984","CD8+ T-cells"
"4985","CD8+ T-cells"
"4986","CD8+ T-cells"
"4987","CD4+ T-cells"
"4988","CD8+ T-cells"
"4989","Monocytes"
"4990","Monocytes"
"4991","Monocytes"
"4992","Monocytes"
"4993","CD4+ T-cells"
"4994","CD8+ T-cells"
"4995","Monocytes"
"4996","B-cells"
"4997","CD8+ T-cells"
"4998","CD8+ T-cells"
"4999","B-cells"
"5000","B-cells"
"5001","B-cells"
"5002","B-cells"
"5003","CD8+ T-cells"
"5004","B-cells"
"5005","CD4+ T-cells"
"5006","NK cells"
"5007","CD8+ T-cells"
"5008","CD8+ T-cells"
"5009","CD4+ T-cells"
"5010","CD8+ T-cells"
"5011","Monocytes"
"5012","B-cells"
"5013","CD4+ T-cells"
"5014","CD8+ T-cells"
"5015","CD8+ T-cells"
"5016","CD8+ T-cells"
"5017","B-cells"
"5018","CD8+ T-cells"
"5019","CD8+ T-cells"
"5020","CD4+ T-cells"
"5021","B-cells"
"5022","Monocytes"
"5023","CD4+ T-cells"
"5024","CD4+ T-cells"
"5025","Monocytes"
"5026","Monocytes"
"5027","CD4+ T-cells"
"5028","CD8+ T-cells"
"5029","CD8+ T-cells"
"5030","NK cells"
"5031","CD8+ T-cells"
"5032","CD4+ T-cells"
"5033","B-cells"
"5034","CD4+ T-cells"
"5035","B-cells"
"5036","Monocytes"
"5037","CD4+ T-cells"
"5038","B-cells"
"5039","CD4+ T-cells"
"5040","B-cells"
"5041","CD8+ T-cells"
"5042","Monocytes"
"5043","CD4+ T-cells"
"5044","CD8+ T-cells"
"5045","CD8+ T-cells"
"5046","NK cells"
"5047","CD8+ T-cells"
"5048","NK cells"
"5049","CD8+ T-cells"
"5050","Monocytes"
"5051","CD8+ T-cells"
"5052","B-cells"
"5053","B-cells"
"5054","Monocytes"
"5055","CD4+ T-cells"
"5056","Monocytes"
"5057","CD8+ T-cells"
"5058","CD8+ T-cells"
"5059","CD4+ T-cells"
"5060","Monocytes"
"5061","B-cells"
"5062","Monocytes"
"5063","Monocytes"
"5064","CD4+ T-cells"
"5065","Monocytes"
"5066","B-cells"
"5067","NK cells"
"5068","B-cells"
"5069","CD8+ T-cells"
"5070","CD4+ T-cells"
"5071","CD8+ T-cells"
"5072","Monocytes"
"5073","B-cells"
"5074","CD8+ T-cells"
"5075","NK cells"
"5076","Monocytes"
"5077","Monocytes"
"5078","Monocytes"
"5079","B-cells"
"5080","CD8+ T-cells"
"5081","Monocytes"
"5082","Monocytes"
"5083","CD8+ T-cells"
"5084","CD8+ T-cells"
"5085","CD8+ T-cells"
"5086","Monocytes"
"5087","Monocytes"
"5088","B-cells"
"5089","CD8+ T-cells"
"5090","CD8+ T-cells"
"5091","CD8+ T-cells"
"5092","CD4+ T-cells"
"5093","CD8+ T-cells"
"5094","CD8+ T-cells"
"5095","Monocytes"
"5096","Monocytes"
"5097","CD8+ T-cells"
"5098","Monocytes"
"5099","CD8+ T-cells"
"5100","CD8+ T-cells"
"5101","B-cells"
"5102","Monocytes"
"5103","NK cells"
"5104","CD8+ T-cells"
"5105","CD8+ T-cells"
"5106","Monocytes"
"5107","CD4+ T-cells"
"5108","CD8+ T-cells"
"5109","CD8+ T-cells"
"5110","CD4+ T-cells"
"5111","Monocytes"
"5112","CD4+ T-cells"
"5113","Monocytes"
"5114","CD4+ T-cells"
"5115","CD4+ T-cells"
"5116","CD8+ T-cells"
"5117","CD8+ T-cells"
"5118","CD8+ T-cells"
"5119","B-cells"
"5120","B-cells"
"5121","CD8+ T-cells"
"5122","CD4+ T-cells"
"5123","Monocytes"
"5124","CD4+ T-cells"
"5125",NA
"5126","CD4+ T-cells"
"5127","Monocytes"
"5128","Monocytes"
"5129","CD4+ T-cells"
"5130","CD4+ T-cells"
"5131","CD8+ T-cells"
"5132","B-cells"
"5133","CD8+ T-cells"
"5134","CD8+ T-cells"
"5135","CD4+ T-cells"
"5136","CD4+ T-cells"
"5137","CD8+ T-cells"
"5138","HSC"
"5139","CD8+ T-cells"
"5140","Monocytes"
"5141","CD4+ T-cells"
"5142","B-cells"
"5143","CD4+ T-cells"
"5144","CD8+ T-cells"
"5145","CD8+ T-cells"
"5146","CD8+ T-cells"
"5147","CD8+ T-cells"
"5148","CD8+ T-cells"
"5149","B-cells"
"5150","CD4+ T-cells"
"5151","CD4+ T-cells"
"5152","CD8+ T-cells"
"5153","CD8+ T-cells"
"5154","Monocytes"
"5155","CD4+ T-cells"
"5156","CD8+ T-cells"
"5157","CD4+ T-cells"
"5158","CD8+ T-cells"
"5159","CD4+ T-cells"
"5160","CD8+ T-cells"
"5161","B-cells"
"5162","B-cells"
"5163","CD8+ T-cells"
"5164","CD8+ T-cells"
"5165","B-cells"
"5166","B-cells"
"5167","B-cells"
"5168","NK cells"
"5169","Monocytes"
"5170","B-cells"
"5171","CD4+ T-cells"
"5172","NK cells"
"5173","Monocytes"
"5174","CD8+ T-cells"
"5175","CD8+ T-cells"
"5176","B-cells"
"5177","CD8+ T-cells"
"5178","CD4+ T-cells"
"5179","CD4+ T-cells"
"5180","CD8+ T-cells"
"5181","CD4+ T-cells"
"5182","CD8+ T-cells"
"5183","B-cells"
"5184","CD4+ T-cells"
"5185","CD8+ T-cells"
"5186","B-cells"
"5187","NK cells"
"5188","Monocytes"
"5189","CD8+ T-cells"
"5190","CD4+ T-cells"
"5191","CD8+ T-cells"
"5192","CD4+ T-cells"
"5193","CD8+ T-cells"
"5194","CD8+ T-cells"
"5195","CD4+ T-cells"
"5196","Monocytes"
"5197","CD8+ T-cells"
"5198","B-cells"
"5199","Monocytes"
"5200","CD8+ T-cells"
"5201","Monocytes"
"5202",NA
"5203","CD8+ T-cells"
"5204","B-cells"
"5205","CD8+ T-cells"
"5206","B-cells"
"5207","CD8+ T-cells"
"5208","B-cells"
"5209","CD8+ T-cells"
"5210","B-cells"
"5211","Monocytes"
"5212","CD4+ T-cells"
"5213","B-cells"
"5214","B-cells"
"5215","B-cells"
"5216","Monocytes"
"5217","B-cells"
"5218","CD4+ T-cells"
"5219","CD8+ T-cells"
"5220","CD4+ T-cells"
"5221","CD8+ T-cells"
"5222","B-cells"
"5223","NK cells"
"5224","CD4+ T-cells"
"5225","B-cells"
"5226","CD8+ T-cells"
"5227","CD8+ T-cells"
"5228","CD8+ T-cells"
"5229","CD8+ T-cells"
"5230","NK cells"
"5231","CD4+ T-cells"
"5232","CD8+ T-cells"
"5233","Monocytes"
"5234","CD4+ T-cells"
"5235","Monocytes"
"5236","CD8+ T-cells"
"5237","B-cells"
"5238","CD4+ T-cells"
"5239","B-cells"
"5240","CD8+ T-cells"
"5241","CD4+ T-cells"
"5242","CD4+ T-cells"
"5243","CD4+ T-cells"
"5244","Monocytes"
"5245","CD4+ T-cells"
"5246","B-cells"
"5247","CD8+ T-cells"
"5248","CD8+ T-cells"
"5249","CD8+ T-cells"
"5250","CD4+ T-cells"
"5251","CD4+ T-cells"
"5252","CD8+ T-cells"
"5253","B-cells"
"5254","CD8+ T-cells"
"5255","CD8+ T-cells"
"5256","CD4+ T-cells"
"5257","CD8+ T-cells"
"5258","Monocytes"
"5259","CD8+ T-cells"
"5260","Monocytes"
"5261","Monocytes"
"5262","Monocytes"
"5263","NK cells"
"5264","B-cells"
"5265","B-cells"
"5266","CD8+ T-cells"
"5267","CD4+ T-cells"
"5268","CD8+ T-cells"
"5269","CD4+ T-cells"
"5270","CD8+ T-cells"
"5271","Monocytes"
"5272","B-cells"
"5273","CD8+ T-cells"
"5274","NK cells"
"5275","Monocytes"
"5276","CD8+ T-cells"
"5277","Monocytes"
"5278","B-cells"
"5279","Monocytes"
"5280","CD8+ T-cells"
"5281","Monocytes"
"5282","B-cells"
"5283","NK cells"
"5284","CD8+ T-cells"
"5285","B-cells"
"5286","CD8+ T-cells"
"5287","CD8+ T-cells"
"5288","B-cells"
"5289","Monocytes"
"5290","CD4+ T-cells"
"5291","CD8+ T-cells"
"5292","Monocytes"
"5293","Monocytes"
"5294","CD4+ T-cells"
"5295","CD8+ T-cells"
"5296","CD4+ T-cells"
"5297","CD4+ T-cells"
"5298","NK cells"
"5299","CD4+ T-cells"
"5300","Monocytes"
"5301","B-cells"
"5302","B-cells"
"5303","Monocytes"
"5304","CD4+ T-cells"
"5305","CD4+ T-cells"
"5306","CD8+ T-cells"
"5307","B-cells"
"5308","CD8+ T-cells"
"5309","CD4+ T-cells"
"5310","B-cells"
"5311","B-cells"
"5312","Monocytes"
"5313","CD8+ T-cells"
"5314","CD4+ T-cells"
"5315","B-cells"
"5316","CD8+ T-cells"
"5317","CD8+ T-cells"
"5318","Monocytes"
"5319","Monocytes"
"5320","CD8+ T-cells"
"5321","CD8+ T-cells"
"5322","CD8+ T-cells"
"5323","CD8+ T-cells"
"5324","Monocytes"
"5325","CD4+ T-cells"
"5326","CD4+ T-cells"
"5327","CD4+ T-cells"
"5328","B-cells"
"5329","Monocytes"
"5330","CD8+ T-cells"
"5331","Monocytes"
"5332","CD4+ T-cells"
"5333","CD8+ T-cells"
"5334","CD8+ T-cells"
"5335","CD8+ T-cells"
"5336","B-cells"
"5337","CD8+ T-cells"
"5338","Monocytes"
"5339","CD4+ T-cells"
"5340","CD4+ T-cells"
"5341","CD8+ T-cells"
"5342","CD8+ T-cells"
"5343","CD4+ T-cells"
"5344","Monocytes"
"5345","CD8+ T-cells"
"5346","B-cells"
"5347","CD8+ T-cells"
"5348","CD8+ T-cells"
"5349","CD8+ T-cells"
"5350","NK cells"
"5351","B-cells"
"5352","B-cells"
"5353","NK cells"
"5354","CD4+ T-cells"
"5355","NK cells"
"5356","CD4+ T-cells"
"5357","Monocytes"
"5358","CD8+ T-cells"
"5359","CD8+ T-cells"
"5360","CD8+ T-cells"
"5361","CD8+ T-cells"
"5362","Monocytes"
"5363","Monocytes"
"5364","CD8+ T-cells"
"5365","CD4+ T-cells"
"5366","CD8+ T-cells"
"5367","CD4+ T-cells"
"5368","Monocytes"
"5369","CD8+ T-cells"
"5370","CD4+ T-cells"
"5371","Monocytes"
"5372","Monocytes"
"5373","CD8+ T-cells"
"5374","B-cells"
"5375","CD4+ T-cells"
"5376","B-cells"
"5377","NK cells"
"5378","CD4+ T-cells"
"5379","B-cells"
"5380","CD8+ T-cells"
"5381","Monocytes"
"5382","CD4+ T-cells"
"5383","CD8+ T-cells"
"5384","Monocytes"
"5385","Monocytes"
"5386","NK cells"
"5387","B-cells"
"5388","CD8+ T-cells"
"5389","CD8+ T-cells"
"5390","Monocytes"
"5391","CD8+ T-cells"
"5392","Monocytes"
"5393","NK cells"
"5394","CD8+ T-cells"
"5395","B-cells"
"5396","CD4+ T-cells"
"5397","CD4+ T-cells"
"5398","Monocytes"
"5399","CD8+ T-cells"
"5400","CD4+ T-cells"
"5401","CD8+ T-cells"
"5402","Monocytes"
"5403","CD8+ T-cells"
"5404","CD4+ T-cells"
"5405","B-cells"
"5406","CD8+ T-cells"
"5407","Monocytes"
"5408","B-cells"
"5409","CD4+ T-cells"
"5410","CD8+ T-cells"
"5411","Monocytes"
"5412","CD8+ T-cells"
"5413","CD8+ T-cells"
"5414","CD8+ T-cells"
"5415","B-cells"
"5416","B-cells"
"5417","Monocytes"
"5418","Monocytes"
"5419","B-cells"
"5420","CD8+ T-cells"
"5421","CD4+ T-cells"
"5422","CD8+ T-cells"
"5423","CD4+ T-cells"
"5424","Monocytes"
"5425","CD8+ T-cells"
"5426","CD8+ T-cells"
"5427","CD8+ T-cells"
"5428","CD8+ T-cells"
"5429","CD8+ T-cells"
"5430","Monocytes"
"5431","Monocytes"
"5432","CD8+ T-cells"
"5433","CD8+ T-cells"
"5434","Monocytes"
"5435","CD8+ T-cells"
